PtfmSurge,PtfmSway,PtfmHeave,PtfmPitch,PtfmRoll,PtfmYaw,PtfmSurgeVel,PtfmSwayVel,PtfmHeaveVel,PtfmPitchVel,PtfmRollVel,PtfmYawVel
26.12,0.003129,0.03518,10.11,-0.007718,0.03768,23.3,0.00426,0.004954,8.647,-0.01035,0.05087
26.36,0.003171,0.03522,10.2,-0.007822,0.03819,23.41,0.004307,0.003975,8.678,-0.01044,0.05133
26.59,0.003215,0.03526,10.29,-0.007927,0.03871,23.51,0.004351,0.002984,8.71,-0.01053,0.05179
26.83,0.003258,0.03528,10.37,-0.008033,0.03923,23.61,0.004396,0.001981,8.742,-0.01061,0.05225
27.06,0.003303,0.03529,10.46,-0.008139,0.03975,23.72,0.004441,0.0009665,8.774,-0.0107,0.05272
27.3,0.003347,0.0353,10.55,-0.008247,0.04028,23.82,0.004486,-6.115e-05,8.805,-0.01078,0.05319
27.54,0.003392,0.03529,10.64,-0.008355,0.04082,23.92,0.004531,-0.001101,8.837,-0.01087,0.05366
27.78,0.003438,0.03528,10.73,-0.008464,0.04135,24.03,0.004577,-0.002151,8.868,-0.01095,0.05414
28.02,0.003484,0.03525,10.82,-0.008574,0.0419,24.13,0.004622,-0.003215,8.899,-0.01103,0.05461
28.26,0.00353,0.03521,10.9,-0.008685,0.04245,24.23,0.004667,-0.004291,8.93,-0.0111,0.05509
28.5,0.003577,0.03516,10.99,-0.008796,0.043,24.33,0.004713,-0.005377,8.962,-0.01118,0.05557
28.75,0.003625,0.03511,11.08,-0.008908,0.04356,24.44,0.004758,-0.006477,8.992,-0.01126,0.05605
28.99,0.003672,0.03503,11.17,-0.009021,0.04412,24.54,0.004804,-0.007589,9.023,-0.01133,0.05654
29.24,0.003721,0.03495,11.26,-0.009135,0.04469,24.64,0.004849,-0.008711,9.054,-0.0114,0.05702
29.49,0.003769,0.03486,11.35,-0.009249,0.04526,24.75,0.004895,-0.009847,9.085,-0.01147,0.05751
29.73,0.003819,0.03476,11.45,-0.009364,0.04584,24.85,0.00494,-0.01099,9.115,-0.01154,0.058
29.98,0.003868,0.03464,11.54,-0.00948,0.04642,24.95,0.004986,-0.01215,9.146,-0.01161,0.05849
30.23,0.003918,0.03451,11.63,-0.009597,0.04701,25.05,0.005035,-0.01333,9.176,-0.01169,0.05899
30.48,0.003969,0.03437,11.72,-0.009714,0.0476,25.16,0.005083,-0.01451,9.206,-0.01176,0.05949
30.74,0.00402,0.03422,11.81,-0.009832,0.0482,25.26,0.005131,-0.01571,9.237,-0.01184,0.05999
30.99,0.004072,0.03406,11.91,-0.009951,0.0488,25.36,0.005179,-0.01691,9.267,-0.01191,0.06049
31.24,0.004124,0.03388,12,-0.01007,0.04941,25.46,0.005227,-0.01813,9.297,-0.01198,0.06099
31.5,0.004176,0.0337,12.09,-0.01019,0.05002,25.57,0.005275,-0.01936,9.327,-0.01205,0.06149
31.75,0.004229,0.0335,12.18,-0.01031,0.05064,25.67,0.005323,-0.0206,9.356,-0.01211,0.062
32.01,0.004283,0.03329,12.28,-0.01043,0.05126,25.77,0.005372,-0.02185,9.386,-0.01218,0.0625
32.27,0.004336,0.03306,12.37,-0.01055,0.05189,25.88,0.00542,-0.02312,9.416,-0.01224,0.06301
32.53,0.004391,0.03282,12.47,-0.01068,0.05252,25.98,0.005468,-0.02439,9.445,-0.0123,0.06352
32.79,0.004446,0.03257,12.56,-0.0108,0.05316,26.08,0.005517,-0.02567,9.474,-0.01236,0.06404
33.05,0.004501,0.03231,12.66,-0.01092,0.0538,26.18,0.005565,-0.02697,9.504,-0.01242,0.06455
33.31,0.004557,0.03203,12.75,-0.01105,0.05445,26.29,0.005614,-0.02827,9.533,-0.01248,0.06507
33.58,0.004614,0.03174,12.85,-0.01117,0.0551,26.39,0.005662,-0.02959,9.562,-0.01253,0.06559
33.84,0.00467,0.03144,12.94,-0.0113,0.05576,26.49,0.005707,-0.03091,9.591,-0.01258,0.06611
34.11,0.004728,0.03113,13.04,-0.01143,0.05643,26.59,0.005757,-0.03225,9.62,-0.01264,0.06663
34.37,0.004786,0.0308,13.14,-0.01155,0.05709,26.69,0.005805,-0.03359,9.648,-0.01269,0.06716
34.64,0.004844,0.03045,13.23,-0.01168,0.05777,26.8,0.005853,-0.03494,9.677,-0.01273,0.06768
34.91,0.004903,0.0301,13.33,-0.01181,0.05845,26.9,0.005901,-0.03631,9.705,-0.01278,0.06821
35.18,0.004962,0.02973,13.43,-0.01193,0.05913,27,0.005949,-0.03768,9.734,-0.01283,0.06875
35.45,0.005022,0.02934,13.52,-0.01206,0.05982,27.1,0.005997,-0.03906,9.762,-0.01287,0.06928
35.72,0.005082,0.02895,13.62,-0.01219,0.06052,27.21,0.006045,-0.04045,9.79,-0.01291,0.06981
35.99,0.005142,0.02853,13.72,-0.01232,0.06122,27.31,0.006093,-0.04185,9.818,-0.01295,0.07035
36.27,0.005204,0.02811,13.82,-0.01245,0.06193,27.41,0.006141,-0.04326,9.846,-0.01298,0.07089
36.54,0.005265,0.02767,13.92,-0.01258,0.06264,27.51,0.006188,-0.04467,9.874,-0.01302,0.07143
36.82,0.005327,0.02722,14.01,-0.01271,0.06335,27.62,0.006236,-0.0461,9.902,-0.01305,0.07197
37.09,0.00539,0.02675,14.11,-0.01284,0.06408,27.72,0.006284,-0.04753,9.93,-0.01308,0.07252
37.37,0.005453,0.02627,14.21,-0.01297,0.0648,27.82,0.006332,-0.04898,9.957,-0.01311,0.07306
37.65,0.005517,0.02577,14.31,-0.0131,0.06554,27.92,0.006379,-0.05043,9.985,-0.01313,0.07361
37.93,0.005581,0.02526,14.41,-0.01324,0.06628,28.02,0.006427,-0.05188,10.01,-0.01316,0.07416
38.21,0.005645,0.02473,14.51,-0.01337,0.06702,28.13,0.006482,-0.05335,10.04,-0.01321,0.07471
38.49,0.00571,0.02419,14.61,-0.0135,0.06777,28.23,0.006532,-0.05483,10.07,-0.01323,0.07526
38.78,0.005776,0.02363,14.71,-0.01363,0.06853,28.33,0.006583,-0.05631,10.09,-0.01326,0.07581
39.06,0.005842,0.02306,14.82,-0.01377,0.06929,28.43,0.006634,-0.05781,10.12,-0.01329,0.07637
39.34,0.005909,0.02248,14.92,-0.0139,0.07005,28.53,0.006686,-0.05931,10.15,-0.01332,0.07693
39.63,0.005976,0.02188,15.02,-0.01403,0.07083,28.64,0.006737,-0.06081,10.17,-0.01334,0.07749
39.92,0.006043,0.02126,15.12,-0.01417,0.0716,28.74,0.006788,-0.06233,10.2,-0.01336,0.07805
40.2,0.006111,0.02063,15.22,-0.0143,0.07239,28.84,0.006839,-0.06385,10.23,-0.01338,0.07861
40.49,0.00618,0.01998,15.33,-0.01443,0.07318,28.94,0.00689,-0.06538,10.25,-0.0134,0.07918
40.78,0.006249,0.01932,15.43,-0.01457,0.07397,29.04,0.006941,-0.06692,10.28,-0.01341,0.07975
41.07,0.006319,0.01865,15.53,-0.0147,0.07477,29.15,0.006991,-0.06846,10.31,-0.01343,0.08032
41.37,0.006389,0.01795,15.63,-0.01484,0.07558,29.25,0.007042,-0.07001,10.33,-0.01343,0.08089
41.66,0.00646,0.01725,15.74,-0.01497,0.07639,29.35,0.007093,-0.07157,10.36,-0.01344,0.08146
41.95,0.006531,0.01652,15.84,-0.0151,0.07721,29.45,0.007143,-0.07314,10.38,-0.01344,0.08203
42.25,0.006603,0.01578,15.95,-0.01524,0.07803,29.55,0.007193,-0.07471,10.41,-0.01345,0.0826
42.54,0.006675,0.01503,16.05,-0.01537,0.07886,29.65,0.007243,-0.07629,10.43,-0.01344,0.08318
42.84,0.006747,0.01426,16.15,-0.01551,0.07969,29.76,0.007293,-0.07788,10.46,-0.01344,0.08376
43.14,0.006821,0.01347,16.26,-0.01564,0.08053,29.86,0.007343,-0.07947,10.48,-0.01343,0.08434
43.44,0.006894,0.01267,16.36,-0.01578,0.08138,29.96,0.007393,-0.08108,10.51,-0.01342,0.08492
43.74,0.006968,0.01185,16.47,-0.01591,0.08223,30.06,0.007442,-0.08269,10.53,-0.01341,0.0855
44.04,0.007043,0.01101,16.57,-0.01604,0.08309,30.16,0.007492,-0.0843,10.56,-0.01339,0.08609
44.34,0.007118,0.01016,16.68,-0.01618,0.08395,30.26,0.007541,-0.08593,10.58,-0.01337,0.08667
44.64,0.007194,0.009295,16.79,-0.01631,0.08482,30.37,0.00759,-0.08756,10.61,-0.01335,0.08726
44.95,0.00727,0.008412,16.89,-0.01645,0.0857,30.47,0.007639,-0.0892,10.63,-0.01333,0.08785
45.25,0.007347,0.007511,17,-0.01658,0.08658,30.57,0.007687,-0.09084,10.66,-0.0133,0.08844
45.56,0.007424,0.006595,17.11,-0.01671,0.08747,30.67,0.007745,-0.0925,10.68,-0.0133,0.08903
45.87,0.007502,0.005661,17.21,-0.01684,0.08836,30.77,0.007796,-0.09416,10.71,-0.01328,0.08963
46.18,0.00758,0.004712,17.32,-0.01698,0.08926,30.87,0.007849,-0.09583,10.73,-0.01327,0.09023
46.48,0.007659,0.003745,17.43,-0.01711,0.09016,30.97,0.007903,-0.0975,10.76,-0.01325,0.09083
46.8,0.007738,0.002761,17.53,-0.01724,0.09108,31.08,0.007956,-0.09918,10.78,-0.01323,0.09143
47.11,0.007818,0.001761,17.64,-0.01737,0.09199,31.18,0.008009,-0.1009,10.8,-0.01321,0.09203
47.42,0.007898,0.0007441,17.75,-0.01751,0.09292,31.28,0.008063,-0.1026,10.83,-0.01318,0.09264
47.73,0.007979,-0.0002901,17.86,-0.01764,0.09385,31.38,0.008116,-0.1043,10.85,-0.01315,0.09324
48.05,0.00806,-0.001341,17.97,-0.01777,0.09478,31.48,0.008169,-0.106,10.87,-0.01312,0.09385
48.36,0.008142,-0.00241,18.08,-0.0179,0.09572,31.58,0.008223,-0.1077,10.9,-0.01309,0.09446
48.68,0.008225,-0.003495,18.19,-0.01803,0.09667,31.68,0.008276,-0.1094,10.92,-0.01306,0.09507
49,0.008308,-0.004598,18.29,-0.01816,0.09762,31.78,0.008329,-0.1111,10.94,-0.01302,0.09569
49.31,0.008391,-0.005718,18.4,-0.01829,0.09858,31.89,0.008382,-0.1129,10.97,-0.01298,0.0963
49.63,0.008475,-0.006855,18.51,-0.01842,0.09955,31.99,0.008436,-0.1146,10.99,-0.01294,0.09692
49.95,0.00856,-0.00801,18.62,-0.01855,0.1005,32.09,0.008489,-0.1164,11.01,-0.0129,0.09754
50.27,0.008645,-0.009183,18.73,-0.01868,0.1015,32.19,0.008542,-0.1181,11.03,-0.01285,0.09816
50.6,0.008731,-0.01037,18.84,-0.01881,0.1025,32.29,0.008595,-0.1199,11.06,-0.0128,0.09878
50.92,0.008817,-0.01158,18.96,-0.01893,0.1035,32.39,0.008649,-0.1216,11.08,-0.01275,0.0994
51.24,0.008904,-0.01281,19.07,-0.01906,0.1045,32.49,0.008702,-0.1234,11.1,-0.0127,0.1
51.57,0.008991,-0.01405,19.18,-0.01919,0.1055,32.59,0.008756,-0.1252,11.12,-0.01264,0.1007
51.9,0.009079,-0.01531,19.29,-0.01931,0.1065,32.69,0.00881,-0.127,11.14,-0.01259,0.1013
52.22,0.009167,-0.01659,19.4,-0.01944,0.1075,32.79,0.008864,-0.1288,11.17,-0.01253,0.1019
52.55,0.009256,-0.01788,19.51,-0.01957,0.1085,32.89,0.008927,-0.1305,11.19,-0.0125,0.1026
52.88,0.009346,-0.0192,19.62,-0.01969,0.1096,33,0.008985,-0.1323,11.21,-0.01245,0.1032
53.21,0.009436,-0.02053,19.74,-0.01981,0.1106,33.1,0.009044,-0.1341,11.23,-0.0124,0.1038
53.54,0.009527,-0.02188,19.85,-0.01994,0.1116,33.2,0.009104,-0.1359,11.25,-0.01235,0.1045
53.88,0.009618,-0.02325,19.96,-0.02006,0.1127,33.3,0.009164,-0.1378,11.27,-0.01231,0.1051
54.21,0.00971,-0.02464,20.07,-0.02018,0.1137,33.4,0.009225,-0.1396,11.29,-0.01226,0.1058
54.54,0.009803,-0.02604,20.19,-0.02031,0.1148,33.5,0.009285,-0.1414,11.32,-0.0122,0.1064
54.88,0.009896,-0.02746,20.3,-0.02043,0.1159,33.6,0.009346,-0.1432,11.34,-0.01215,0.1071
55.22,0.00999,-0.02891,20.41,-0.02055,0.1169,33.7,0.009408,-0.145,11.36,-0.0121,0.1077
55.55,0.01008,-0.03037,20.53,-0.02067,0.118,33.8,0.00947,-0.1469,11.38,-0.01204,0.1084
55.89,0.01018,-0.03184,20.64,-0.02079,0.1191,33.9,0.009532,-0.1487,11.4,-0.01198,0.109
56.23,0.01027,-0.03334,20.76,-0.02091,0.1202,34,0.009594,-0.1505,11.42,-0.01193,0.1097
56.57,0.01037,-0.03485,20.87,-0.02103,0.1213,34.1,0.009657,-0.1524,11.44,-0.01186,0.1103
56.91,0.01047,-0.03639,20.98,-0.02115,0.1224,34.2,0.00972,-0.1542,11.46,-0.0118,0.111
57.26,0.01057,-0.03794,21.1,-0.02127,0.1235,34.3,0.009783,-0.1561,11.48,-0.01174,0.1117
57.6,0.01066,-0.03951,21.21,-0.02138,0.1246,34.4,0.009847,-0.1579,11.5,-0.01168,0.1123
57.94,0.01076,-0.0411,21.33,-0.0215,0.1258,34.5,0.009911,-0.1598,11.52,-0.01161,0.113
58.29,0.01086,-0.0427,21.44,-0.02161,0.1269,34.6,0.009976,-0.1616,11.54,-0.01155,0.1137
58.64,0.01096,-0.04433,21.56,-0.02173,0.128,34.7,0.01004,-0.1635,11.56,-0.01148,0.1143
58.98,0.01106,-0.04597,21.68,-0.02184,0.1292,34.8,0.01011,-0.1653,11.58,-0.01141,0.115
59.33,0.01116,-0.04764,21.79,-0.02196,0.1303,34.9,0.01018,-0.1672,11.59,-0.01138,0.1157
59.68,0.01127,-0.04932,21.91,-0.02207,0.1315,35,0.01025,-0.169,11.61,-0.01132,0.1164
60.03,0.01137,-0.05102,22.02,-0.02218,0.1327,35.11,0.01032,-0.1709,11.63,-0.01126,0.117
60.38,0.01147,-0.05273,22.14,-0.0223,0.1338,35.21,0.01039,-0.1728,11.65,-0.01121,0.1177
60.74,0.01158,-0.05447,22.26,-0.02241,0.135,35.31,0.01047,-0.1746,11.67,-0.01115,0.1184
61.09,0.01168,-0.05623,22.37,-0.02252,0.1362,35.41,0.01054,-0.1765,11.69,-0.01109,0.1191
61.45,0.01179,-0.058,22.49,-0.02263,0.1374,35.51,0.01061,-0.1783,11.71,-0.01103,0.1198
61.8,0.01189,-0.05979,22.61,-0.02274,0.1386,35.61,0.01069,-0.1802,11.73,-0.01097,0.1205
62.16,0.012,-0.0616,22.72,-0.02285,0.1398,35.71,0.01076,-0.1821,11.74,-0.01092,0.1212
62.51,0.01211,-0.06343,22.84,-0.02296,0.141,35.81,0.01084,-0.1839,11.76,-0.01086,0.1219
62.87,0.01222,-0.06528,22.96,-0.02307,0.1422,35.91,0.01091,-0.1858,11.78,-0.0108,0.1226
63.23,0.01233,-0.06715,23.08,-0.02317,0.1435,36.01,0.01099,-0.1877,11.8,-0.01073,0.1233
63.59,0.01244,-0.06904,23.2,-0.02328,0.1447,36.11,0.01107,-0.1895,11.82,-0.01067,0.124
63.96,0.01255,-0.07094,23.31,-0.02339,0.146,36.2,0.01115,-0.1914,11.83,-0.01061,0.1247
64.32,0.01266,-0.07286,23.43,-0.02349,0.1472,36.3,0.01122,-0.1933,11.85,-0.01055,0.1254
64.68,0.01277,-0.07481,23.55,-0.0236,0.1485,36.4,0.0113,-0.1951,11.87,-0.01049,0.1261
65.05,0.01289,-0.07677,23.67,-0.0237,0.1497,36.5,0.01138,-0.197,11.88,-0.01042,0.1268
65.41,0.013,-0.07875,23.79,-0.02381,0.151,36.6,0.01146,-0.1989,11.9,-0.01036,0.1275
65.78,0.01312,-0.08075,23.91,-0.02391,0.1523,36.7,0.01154,-0.2008,11.92,-0.01029,0.1282
66.15,0.01323,-0.08276,24.03,-0.02401,0.1536,36.8,0.01163,-0.2026,11.93,-0.01025,0.1289
66.51,0.01335,-0.0848,24.15,-0.02412,0.1549,36.9,0.01171,-0.2045,11.95,-0.01019,0.1296
66.88,0.01347,-0.08685,24.27,-0.02422,0.1562,37,0.0118,-0.2064,11.97,-0.01013,0.1303
67.25,0.01358,-0.08893,24.39,-0.02432,0.1575,37.1,0.01188,-0.2082,11.98,-0.01008,0.1311
67.63,0.0137,-0.09102,24.51,-0.02442,0.1588,37.2,0.01197,-0.2101,12,-0.01002,0.1318
68,0.01382,-0.09313,24.63,-0.02452,0.1601,37.3,0.01205,-0.212,12.02,-0.009957,0.1325
68.37,0.01394,-0.09526,24.75,-0.02462,0.1614,37.4,0.01214,-0.2138,12.03,-0.009897,0.1332
68.75,0.01407,-0.0974,24.87,-0.02472,0.1628,37.5,0.01223,-0.2157,12.05,-0.009837,0.1339
69.12,0.01419,-0.09957,24.99,-0.02481,0.1641,37.6,0.01232,-0.2176,12.06,-0.009776,0.1347
69.5,0.01431,-0.1018,25.11,-0.02491,0.1655,37.7,0.0124,-0.2195,12.08,-0.009714,0.1354
69.88,0.01444,-0.104,25.23,-0.02501,0.1668,37.8,0.01249,-0.2213,12.1,-0.009652,0.1361
70.25,0.01456,-0.1062,25.35,-0.02511,0.1682,37.9,0.01258,-0.2232,12.11,-0.009589,0.1369
70.63,0.01469,-0.1084,25.47,-0.0252,0.1695,38,0.01267,-0.2251,12.13,-0.009526,0.1376
71.01,0.01482,-0.1107,25.59,-0.0253,0.1709,38.1,0.01276,-0.2269,12.14,-0.009462,0.1383
71.4,0.01494,-0.113,25.71,-0.02539,0.1723,38.2,0.01285,-0.2288,12.16,-0.009397,0.1391
71.78,0.01507,-0.1153,25.84,-0.02548,0.1737,38.29,0.01295,-0.2307,12.17,-0.009331,0.1398
72.16,0.0152,-0.1176,25.96,-0.02558,0.1751,38.39,0.01304,-0.2325,12.19,-0.009264,0.1405
72.55,0.01533,-0.1199,26.08,-0.02567,0.1765,38.49,0.01313,-0.2344,12.2,-0.009196,0.1413
72.93,0.01547,-0.1223,26.2,-0.02576,0.1779,38.59,0.01322,-0.2363,12.21,-0.009127,0.142
73.32,0.0156,-0.1246,26.32,-0.02585,0.1794,38.69,0.01332,-0.2381,12.23,-0.009056,0.1427
73.7,0.01573,-0.127,26.45,-0.02594,0.1808,38.79,0.01341,-0.24,12.24,-0.008984,0.1435
74.09,0.01587,-0.1294,26.57,-0.02603,0.1822,38.89,0.01351,-0.2418,12.26,-0.008926,0.1442
74.48,0.016,-0.1319,26.69,-0.02612,0.1837,38.99,0.0136,-0.2437,12.27,-0.008856,0.145
74.87,0.01614,-0.1343,26.81,-0.02621,0.1851,39.09,0.0137,-0.2456,12.28,-0.008787,0.1457
75.26,0.01628,-0.1368,26.94,-0.0263,0.1866,39.19,0.0138,-0.2474,12.3,-0.008721,0.1465
75.66,0.01641,-0.1393,27.06,-0.02638,0.1881,39.28,0.01389,-0.2493,12.31,-0.008651,0.1472
76.05,0.01655,-0.1418,27.18,-0.02647,0.1895,39.38,0.01399,-0.2511,12.33,-0.008581,0.148
76.44,0.01669,-0.1443,27.31,-0.02655,0.191,39.48,0.01409,-0.253,12.34,-0.008509,0.1487
76.84,0.01684,-0.1468,27.43,-0.02664,0.1925,39.58,0.01419,-0.2548,12.35,-0.008435,0.1495
77.24,0.01698,-0.1494,27.55,-0.02672,0.194,39.68,0.01429,-0.2567,12.36,-0.00836,0.1502
77.63,0.01712,-0.152,27.68,-0.02681,0.1955,39.78,0.01439,-0.2585,12.38,-0.008283,0.151
78.03,0.01727,-0.1545,27.8,-0.02689,0.197,39.88,0.01449,-0.2604,12.39,-0.008203,0.1517
78.43,0.01741,-0.1572,27.92,-0.02697,0.1985,39.98,0.01459,-0.2622,12.4,-0.008122,0.1525
78.83,0.01756,-0.1598,28.05,-0.02705,0.2001,40.07,0.01469,-0.2641,12.42,-0.008039,0.1532
79.23,0.01771,-0.1624,28.17,-0.02713,0.2016,40.17,0.01479,-0.2659,12.43,-0.007953,0.154
79.63,0.01785,-0.1651,28.3,-0.02721,0.2032,40.27,0.01488,-0.2677,12.44,-0.007865,0.1547
80.04,0.018,-0.1678,28.42,-0.02729,0.2047,40.37,0.01498,-0.2696,12.45,-0.007775,0.1555
80.44,0.01815,-0.1705,28.55,-0.02737,0.2063,40.47,0.01508,-0.2714,12.46,-0.007683,0.1562
80.85,0.0183,-0.1732,28.67,-0.02744,0.2078,40.57,0.01518,-0.2732,12.48,-0.007588,0.157
81.25,0.01846,-0.176,28.8,-0.02752,0.2094,40.67,0.01529,-0.2751,12.49,-0.00749,0.1577
81.66,0.01861,-0.1787,28.92,-0.02759,0.211,40.76,0.01539,-0.2769,12.5,-0.007391,0.1585
82.07,0.01876,-0.1815,29.05,-0.02767,0.2126,40.86,0.01549,-0.2787,12.51,-0.007296,0.1592
82.48,0.01892,-0.1843,29.17,-0.02774,0.2142,40.96,0.01559,-0.2805,12.52,-0.007194,0.16
82.89,0.01908,-0.1871,29.3,-0.02781,0.2158,41.06,0.01569,-0.2823,12.53,-0.007089,0.1607
83.3,0.01923,-0.1899,29.42,-0.02788,0.2174,41.16,0.01579,-0.2841,12.55,-0.006983,0.1615
83.71,0.01939,-0.1928,29.55,-0.02795,0.219,41.26,0.01589,-0.2859,12.56,-0.006873,0.1622
84.12,0.01955,-0.1957,29.67,-0.02802,0.2206,41.35,0.01599,-0.2877,12.57,-0.006761,0.163
84.54,0.01971,-0.1986,29.8,-0.02808,0.2223,41.45,0.01609,-0.2895,12.58,-0.006645,0.1637
84.95,0.01987,-0.2015,29.92,-0.02815,0.2239,41.55,0.01619,-0.2913,12.59,-0.006528,0.1645
85.37,0.02004,-0.2044,30.05,-0.02821,0.2255,41.65,0.0163,-0.2931,12.6,-0.006407,0.1652
85.79,0.0202,-0.2073,30.18,-0.02828,0.2272,41.75,0.0164,-0.2948,12.61,-0.006283,0.166
86.2,0.02036,-0.2103,30.3,-0.02834,0.2289,41.84,0.0165,-0.2966,12.62,-0.006156,0.1667
86.62,0.02053,-0.2132,30.43,-0.0284,0.2305,41.94,0.0166,-0.2984,12.63,-0.006026,0.1675
87.04,0.0207,-0.2162,30.56,-0.02846,0.2322,42.04,0.0167,-0.3001,12.64,-0.005893,0.1682
87.46,0.02086,-0.2192,30.68,-0.02852,0.2339,42.14,0.0168,-0.3019,12.65,-0.005757,0.169
87.89,0.02103,-0.2223,30.81,-0.02858,0.2356,42.24,0.0169,-0.3036,12.66,-0.005616,0.1697
88.31,0.0212,-0.2253,30.94,-0.02863,0.2373,42.33,0.017,-0.3054,12.67,-0.00547,0.1705
88.73,0.02137,-0.2284,31.06,-0.02869,0.239,42.43,0.0171,-0.3071,12.68,-0.005321,0.1712
89.16,0.02154,-0.2315,31.19,-0.02874,0.2407,42.53,0.01719,-0.3088,12.69,-0.005167,0.172
89.58,0.02172,-0.2346,31.32,-0.02879,0.2424,42.63,0.01728,-0.3105,12.7,-0.004993,0.1727
90.01,0.02189,-0.2377,31.44,-0.02884,0.2442,42.73,0.01738,-0.3122,12.71,-0.004829,0.1734
90.44,0.02206,-0.2408,31.57,-0.02888,0.2459,42.82,0.01747,-0.314,12.72,-0.004657,0.1742
90.87,0.02224,-0.244,31.7,-0.02893,0.2477,42.92,0.01756,-0.3157,12.73,-0.004482,0.1749
91.3,0.02241,-0.2471,31.82,-0.02897,0.2494,43.02,0.01765,-0.3174,12.74,-0.004304,0.1757
91.73,0.02259,-0.2503,31.95,-0.02902,0.2512,43.12,0.01775,-0.319,12.74,-0.004123,0.1764
92.16,0.02277,-0.2535,32.08,-0.02906,0.2529,43.21,0.01784,-0.3207,12.75,-0.003938,0.1772
92.59,0.02295,-0.2567,32.21,-0.0291,0.2547,43.31,0.01793,-0.3224,12.76,-0.003768,0.1779
93.02,0.02313,-0.2599,32.33,-0.02913,0.2565,43.41,0.01803,-0.3241,12.77,-0.003581,0.1786
93.46,0.02331,-0.2632,32.46,-0.02917,0.2583,43.51,0.01812,-0.3258,12.78,-0.003396,0.1794
93.89,0.02349,-0.2665,32.59,-0.0292,0.2601,43.6,0.01821,-0.3274,12.79,-0.003207,0.1801
94.33,0.02367,-0.2697,32.72,-0.02923,0.2619,43.7,0.01831,-0.3291,12.79,-0.003014,0.1809
94.77,0.02386,-0.273,32.85,-0.02926,0.2637,43.8,0.0184,-0.3307,12.8,-0.002819,0.1816
95.21,0.02404,-0.2764,32.97,-0.02929,0.2655,43.9,0.01849,-0.3324,12.81,-0.002619,0.1823
95.65,0.02423,-0.2797,33.1,-0.02931,0.2673,43.99,0.01858,-0.334,12.82,-0.002416,0.1831
96.09,0.02441,-0.283,33.23,-0.02934,0.2692,44.09,0.01868,-0.3356,12.83,-0.00221,0.1838
96.53,0.0246,-0.2864,33.36,-0.02936,0.271,44.19,0.01877,-0.3373,12.83,-0.002001,0.1846
96.97,0.02479,-0.2898,33.49,-0.02938,0.2729,44.29,0.01886,-0.3389,12.84,-0.001788,0.1853
97.41,0.02498,-0.2932,33.62,-0.02939,0.2747,44.38,0.01895,-0.3405,12.85,-0.001573,0.1861
97.86,0.02517,-0.2966,33.74,-0.02941,0.2766,44.48,0.01904,-0.3421,12.85,-0.001354,0.1868
98.3,0.02536,-0.3,33.87,-0.02942,0.2785,44.58,0.01914,-0.3437,12.86,-0.001132,0.1875
98.75,0.02555,-0.3035,34,-0.02943,0.2803,44.68,0.01923,-0.3453,12.87,-0.0009082,0.1883
99.2,0.02574,-0.3069,34.13,-0.02944,0.2822,44.77,0.01932,-0.3469,12.87,-0.0006811,0.189
99.65,0.02594,-0.3104,34.26,-0.02944,0.2841,44.87,0.01941,-0.3485,12.88,-0.0004508,0.1898
100.1,0.02613,-0.3139,34.39,-0.02945,0.286,44.97,0.0195,-0.35,12.89,-0.0002177,0.1905
100.5,0.02633,-0.3174,34.52,-0.02945,0.2879,45.07,0.0196,-0.3516,12.89,1.837e-05,0.1913
101,0.02652,-0.3209,34.65,-0.02945,0.2899,45.16,0.01969,-0.3532,12.9,0.0002588,0.192
101.4,0.02672,-0.3245,34.77,-0.02944,0.2918,45.26,0.01978,-0.3547,12.91,0.0005007,0.1927
101.9,0.02692,-0.328,34.9,-0.02944,0.2937,45.36,0.01987,-0.3563,12.91,0.0007461,0.1935
102.4,0.02712,-0.3316,35.03,-0.02943,0.2956,45.45,0.01996,-0.3578,12.92,0.0009944,0.1942
102.8,0.02732,-0.3352,35.16,-0.02942,0.2976,45.55,0.02006,-0.3593,12.92,0.00122,0.195
103.3,0.02752,-0.3388,35.29,-0.0294,0.2995,45.65,0.02015,-0.3609,12.93,0.001467,0.1957
103.7,0.02772,-0.3424,35.42,-0.02939,0.3015,45.74,0.02025,-0.3624,12.94,0.001711,0.1965
104.2,0.02792,-0.346,35.55,-0.02937,0.3035,45.84,0.02034,-0.3639,12.94,0.001959,0.1972
104.6,0.02813,-0.3497,35.68,-0.02935,0.3055,45.94,0.02044,-0.3654,12.95,0.00221,0.198
105.1,0.02833,-0.3533,35.81,-0.02932,0.3074,46.03,0.02053,-0.3669,12.95,0.002465,0.1987
105.6,0.02854,-0.357,35.94,-0.0293,0.3094,46.13,0.02063,-0.3684,12.96,0.002722,0.1995
106,0.02875,-0.3607,36.07,-0.02927,0.3114,46.23,0.02072,-0.3699,12.96,0.002982,0.2003
106.5,0.02895,-0.3644,36.2,-0.02924,0.3134,46.33,0.02082,-0.3713,12.97,0.003244,0.201
106.9,0.02916,-0.3681,36.33,-0.02921,0.3154,46.42,0.02091,-0.3728,12.97,0.003509,0.2018
107.4,0.02937,-0.3719,36.46,-0.02917,0.3175,46.52,0.02101,-0.3743,12.98,0.003777,0.2025
107.9,0.02958,-0.3756,36.59,-0.02913,0.3195,46.62,0.0211,-0.3757,12.98,0.004046,0.2033
